my_publication,cited_by_title,cited_by_author,cited_by_institution,cited_by_country
Constraining emissions of volatile organic compounds from western US wildfires with WE-CAN and FIREX-AQ airborne observations,Investigating fire-induced ozone production from local to global scales,Carsten Warneke,NOAA Chemical Sciences Laboratory,US
Constraining emissions of volatile organic compounds from western US wildfires with WE-CAN and FIREX-AQ airborne observations,Investigating fire-induced ozone production from local to global scales,Armin Wisthaler,Universität Innsbruck,AT
Constraining emissions of volatile organic compounds from western US wildfires with WE-CAN and FIREX-AQ airborne observations,Investigating fire-induced ozone production from local to global scales,Armin Wisthaler,University of Oslo,NO
Constraining emissions of volatile organic compounds from western US wildfires with WE-CAN and FIREX-AQ airborne observations,Investigating fire-induced ozone production from local to global scales,Lu Xu,Washington University in St. Louis,US
Constraining emissions of volatile organic compounds from western US wildfires with WE-CAN and FIREX-AQ airborne observations,Measurement report: Extreme heat and wildfire emissions enhance volatile organic compounds in a temperate forest,C. M. Salvador,Oak Ridge National Laboratory,US
Constraining emissions of volatile organic compounds from western US wildfires with WE-CAN and FIREX-AQ airborne observations,Measurement report: Extreme heat and wildfire emissions enhance volatile organic compounds in a temperate forest,J. D. Wood,University of Missouri,US
Constraining emissions of volatile organic compounds from western US wildfires with WE-CAN and FIREX-AQ airborne observations,Measurement report: Extreme heat and wildfire emissions enhance volatile organic compounds in a temperate forest,E. Cochran,University of Missouri,US
Constraining emissions of volatile organic compounds from western US wildfires with WE-CAN and FIREX-AQ airborne observations,Measurement report: Extreme heat and wildfire emissions enhance volatile organic compounds in a temperate forest,E. Cochran,University of Missouri,US
Constraining emissions of volatile organic compounds from western US wildfires with WE-CAN and FIREX-AQ airborne observations,Measurement report: Extreme heat and wildfire emissions enhance volatile organic compounds in a temperate forest,H. A. Seubert,University of Missouri,US
Constraining emissions of volatile organic compounds from western US wildfires with WE-CAN and FIREX-AQ airborne observations,Measurement report: Extreme heat and wildfire emissions enhance volatile organic compounds in a temperate forest,H. A. Seubert,University of Missouri,US
Constraining emissions of volatile organic compounds from western US wildfires with WE-CAN and FIREX-AQ airborne observations,Measurement report: Extreme heat and wildfire emissions enhance volatile organic compounds in a temperate forest,B. Kamplain,Oak Ridge National Laboratory,US
Constraining emissions of volatile organic compounds from western US wildfires with WE-CAN and FIREX-AQ airborne observations,Measurement report: Extreme heat and wildfire emissions enhance volatile organic compounds in a temperate forest,B. Kamplain,Oak Ridge National Laboratory,US
Constraining emissions of volatile organic compounds from western US wildfires with WE-CAN and FIREX-AQ airborne observations,Measurement report: Extreme heat and wildfire emissions enhance volatile organic compounds in a temperate forest,S. S. Overby,Oak Ridge National Laboratory,US
Constraining emissions of volatile organic compounds from western US wildfires with WE-CAN and FIREX-AQ airborne observations,Measurement report: Extreme heat and wildfire emissions enhance volatile organic compounds in a temperate forest,K. Birdwell,N/A,N/A
Constraining emissions of volatile organic compounds from western US wildfires with WE-CAN and FIREX-AQ airborne observations,Measurement report: Extreme heat and wildfire emissions enhance volatile organic compounds in a temperate forest,L. Gu,N/A,N/A
Constraining emissions of volatile organic compounds from western US wildfires with WE-CAN and FIREX-AQ airborne observations,Measurement report: Extreme heat and wildfire emissions enhance volatile organic compounds in a temperate forest,M. A. Mayes,N/A,N/A
Constraining emissions of volatile organic compounds from western US wildfires with WE-CAN and FIREX-AQ airborne observations,Global Wildland Fire Emissions of Full-Volatility Organic Compounds from 1997 to 2023,Lyuyin Huang,Tsinghua University,CN
Constraining emissions of volatile organic compounds from western US wildfires with WE-CAN and FIREX-AQ airborne observations,Global Wildland Fire Emissions of Full-Volatility Organic Compounds from 1997 to 2023,Bin Zhao,Tsinghua University,CN
Constraining emissions of volatile organic compounds from western US wildfires with WE-CAN and FIREX-AQ airborne observations,Global Wildland Fire Emissions of Full-Volatility Organic Compounds from 1997 to 2023,Y. He,Tsinghua University,CN
Constraining emissions of volatile organic compounds from western US wildfires with WE-CAN and FIREX-AQ airborne observations,Global Wildland Fire Emissions of Full-Volatility Organic Compounds from 1997 to 2023,Xing Chang,Ministry of Transport,CZ
Constraining emissions of volatile organic compounds from western US wildfires with WE-CAN and FIREX-AQ airborne observations,Global Wildland Fire Emissions of Full-Volatility Organic Compounds from 1997 to 2023,Mingchen Ma,Tsinghua University,CN
Constraining emissions of volatile organic compounds from western US wildfires with WE-CAN and FIREX-AQ airborne observations,Global Wildland Fire Emissions of Full-Volatility Organic Compounds from 1997 to 2023,Dejia Yin,Tsinghua University,CN
Constraining emissions of volatile organic compounds from western US wildfires with WE-CAN and FIREX-AQ airborne observations,Global Wildland Fire Emissions of Full-Volatility Organic Compounds from 1997 to 2023,Qingru Wu,Tsinghua University,CN
Constraining emissions of volatile organic compounds from western US wildfires with WE-CAN and FIREX-AQ airborne observations,Global Wildland Fire Emissions of Full-Volatility Organic Compounds from 1997 to 2023,shuxiao wang,Tsinghua University,CN
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,Rate Coefficients and Branching Ratios for the Reaction of the OH Radical with Formic Acid under Low-Temperature Combustion Conditions and the Fate of the HOCO Product,Mark A. Blitz,National Centre for Atmospheric Science,GB
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,Rate Coefficients and Branching Ratios for the Reaction of the OH Radical with Formic Acid under Low-Temperature Combustion Conditions and the Fate of the HOCO Product,Mark A. Blitz,University of Leeds,GB
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,Rate Coefficients and Branching Ratios for the Reaction of the OH Radical with Formic Acid under Low-Temperature Combustion Conditions and the Fate of the HOCO Product,Philippe A. Guy,University of Leeds,GB
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,Rate Coefficients and Branching Ratios for the Reaction of the OH Radical with Formic Acid under Low-Temperature Combustion Conditions and the Fate of the HOCO Product,Robin J. Shannon,University of Leeds,GB
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,Rate Coefficients and Branching Ratios for the Reaction of the OH Radical with Formic Acid under Low-Temperature Combustion Conditions and the Fate of the HOCO Product,Paul W. Seakins,University of Leeds,GB
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,Large contribution of in-cloud production of secondary organic aerosol from biomass burning emissions,Tiantian Wang,Paul Scherrer Institute,CH
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,Large contribution of in-cloud production of secondary organic aerosol from biomass burning emissions,Kun Li,Paul Scherrer Institute,CH
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,Large contribution of in-cloud production of secondary organic aerosol from biomass burning emissions,David M. Bell,Paul Scherrer Institute,CH
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,Large contribution of in-cloud production of secondary organic aerosol from biomass burning emissions,Jun Zhang,Paul Scherrer Institute,CH
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,Large contribution of in-cloud production of secondary organic aerosol from biomass burning emissions,Tianqu Cui,Paul Scherrer Institute,CH
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,Large contribution of in-cloud production of secondary organic aerosol from biomass burning emissions,Mihnea Surdu,Paul Scherrer Institute,CH
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,Large contribution of in-cloud production of secondary organic aerosol from biomass burning emissions,Urs Baltensperger,Paul Scherrer Institute,CH
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,Large contribution of in-cloud production of secondary organic aerosol from biomass burning emissions,Jay G. Slowik,Paul Scherrer Institute,CH
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,Large contribution of in-cloud production of secondary organic aerosol from biomass burning emissions,Houssni Lamkaddam,Paul Scherrer Institute,CH
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,Large contribution of in-cloud production of secondary organic aerosol from biomass burning emissions,Imad El Haddad,Paul Scherrer Institute,CH
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,Large contribution of in-cloud production of secondary organic aerosol from biomass burning emissions,Andrê S. H. Prévôt,Paul Scherrer Institute,CH
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,Methanetriol─Formation of an Impossible Molecule,Joshua H. Marks,University of Hawaiʻi at Mānoa,US
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,Methanetriol─Formation of an Impossible Molecule,Xilin Bai,East China Normal University,CN
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,Methanetriol─Formation of an Impossible Molecule,Anatoliy A. Nikolayev,Samara National Research University,RU
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,Methanetriol─Formation of an Impossible Molecule,Qiang Gong,East China Normal University,CN
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,Methanetriol─Formation of an Impossible Molecule,Cheng Zhu,University of Hawaiʻi at Mānoa,US
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,Methanetriol─Formation of an Impossible Molecule,N. Fabian Kleimeier,University of Hawaiʻi at Mānoa,US
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,Methanetriol─Formation of an Impossible Molecule,Andrew M. Turner,University of Hawaiʻi at Mānoa,US
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,Methanetriol─Formation of an Impossible Molecule,Santosh K. Singh,University of Hawaiʻi at Mānoa,US
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,Methanetriol─Formation of an Impossible Molecule,Jia Wang,University of Hawaiʻi at Mānoa,US
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,Methanetriol─Formation of an Impossible Molecule,Jiuzhong Yang,National Synchrotron Radiation Laboratory,CN
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,Methanetriol─Formation of an Impossible Molecule,Jiuzhong Yang,University of Science and Technology of China,CN
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,Methanetriol─Formation of an Impossible Molecule,Yang Pan,University of Science and Technology of China,CN
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,Methanetriol─Formation of an Impossible Molecule,Yang Pan,National Synchrotron Radiation Laboratory,CN
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,Methanetriol─Formation of an Impossible Molecule,Tao Yang,East China Normal University,CN
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,Methanetriol─Formation of an Impossible Molecule,Tao Yang,Shanxi University,CN
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,Methanetriol─Formation of an Impossible Molecule,Alexander M. Mebel,Florida International University,US
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,Methanetriol─Formation of an Impossible Molecule,Ralf I. Kaiser,University of Hawaiʻi at Mānoa,US
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,Inorganic Nitrogen Gas‐Aerosol Partitioning in and Around Animal Feeding Operations in Northeastern Colorado in Late Summer 2021,En Li,Colorado State University,US
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,Inorganic Nitrogen Gas‐Aerosol Partitioning in and Around Animal Feeding Operations in Northeastern Colorado in Late Summer 2021,Jeffrey R. Pierce,Colorado State University,US
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,Inorganic Nitrogen Gas‐Aerosol Partitioning in and Around Animal Feeding Operations in Northeastern Colorado in Late Summer 2021,Julieta F. Juncosa Calahorrano,Colorado State University,US
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,Inorganic Nitrogen Gas‐Aerosol Partitioning in and Around Animal Feeding Operations in Northeastern Colorado in Late Summer 2021,Amy P. Sullivan,Colorado State University,US
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,Inorganic Nitrogen Gas‐Aerosol Partitioning in and Around Animal Feeding Operations in Northeastern Colorado in Late Summer 2021,I. B. Pollack,Colorado State University,US
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,Inorganic Nitrogen Gas‐Aerosol Partitioning in and Around Animal Feeding Operations in Northeastern Colorado in Late Summer 2021,Joseph Roscioli,Aerodyne Research,US
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,Inorganic Nitrogen Gas‐Aerosol Partitioning in and Around Animal Feeding Operations in Northeastern Colorado in Late Summer 2021,D. Caulton,University of Wyoming,US
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,Inorganic Nitrogen Gas‐Aerosol Partitioning in and Around Animal Feeding Operations in Northeastern Colorado in Late Summer 2021,Megan E. McCabe,University of Wyoming,US
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,Inorganic Nitrogen Gas‐Aerosol Partitioning in and Around Animal Feeding Operations in Northeastern Colorado in Late Summer 2021,Shantanu H. Jathar,Colorado State University,US
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,Inorganic Nitrogen Gas‐Aerosol Partitioning in and Around Animal Feeding Operations in Northeastern Colorado in Late Summer 2021,Emily V. Fischer,Colorado State University,US
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,"Spatiotemporal patterns of pH related to streamflow variability, drought conditions, and bedrock lithology in acid sensitive streams within a humid, subtropical catchment: Mulberry River, Arkansas, USA",Joshua Blackstock,N/A,N/A
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,"Spatiotemporal patterns of pH related to streamflow variability, drought conditions, and bedrock lithology in acid sensitive streams within a humid, subtropical catchment: Mulberry River, Arkansas, USA",Phillip Owens,N/A,N/A
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,"Spatiotemporal patterns of pH related to streamflow variability, drought conditions, and bedrock lithology in acid sensitive streams within a humid, subtropical catchment: Mulberry River, Arkansas, USA",P. Moore,N/A,N/A
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,"Spatiotemporal patterns of pH related to streamflow variability, drought conditions, and bedrock lithology in acid sensitive streams within a humid, subtropical catchment: Mulberry River, Arkansas, USA",Max C. A. Torbenson,N/A,N/A
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,"Spatiotemporal patterns of pH related to streamflow variability, drought conditions, and bedrock lithology in acid sensitive streams within a humid, subtropical catchment: Mulberry River, Arkansas, USA",Amanda J. Ashworth,N/A,N/A
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,"Spatiotemporal patterns of pH related to streamflow variability, drought conditions, and bedrock lithology in acid sensitive streams within a humid, subtropical catchment: Mulberry River, Arkansas, USA",Kelsey R. Anderson,N/A,N/A
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,"Spatiotemporal patterns of pH related to streamflow variability, drought conditions, and bedrock lithology in acid sensitive streams within a humid, subtropical catchment: Mulberry River, Arkansas, USA",Jason R. Burgess‐Conforti,N/A,N/A
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,"Spatiotemporal patterns of pH related to streamflow variability, drought conditions, and bedrock lithology in acid sensitive streams within a humid, subtropical catchment: Mulberry River, Arkansas, USA",Chris D. Delhom,N/A,N/A
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,"Prescribed Fire Smoke: A Review of Composition, Measurement Methods, and Analysis",Kayode I. Fesomade,Montana State University,US
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,"Prescribed Fire Smoke: A Review of Composition, Measurement Methods, and Analysis",Robert A. Walker,Montana State University,US
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,Assessing the Combined Influence of Indoor Air Quality and Visitor Flow Toward Preventive Conservation at the Peggy Guggenheim Collection,Maria Catrambone,Institute for Technologies Applied to Cultural Heritage,IT
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,Assessing the Combined Influence of Indoor Air Quality and Visitor Flow Toward Preventive Conservation at the Peggy Guggenheim Collection,Emiliano Cristiani,Istituto per le Applicazioni del Calcolo Mauro Picone,IT
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,Assessing the Combined Influence of Indoor Air Quality and Visitor Flow Toward Preventive Conservation at the Peggy Guggenheim Collection,Cristiano Riminesi,Istituto di Biometeorologia,IT
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,Assessing the Combined Influence of Indoor Air Quality and Visitor Flow Toward Preventive Conservation at the Peggy Guggenheim Collection,E. Onofri,Istituto per le Applicazioni del Calcolo Mauro Picone,IT
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,Assessing the Combined Influence of Indoor Air Quality and Visitor Flow Toward Preventive Conservation at the Peggy Guggenheim Collection,Luciano Pensabene Buemi,Solomon R. Guggenheim Museum,US
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,"Wintertime Abundance and Sources of Key Trace Gas and Particle Species in Fairbanks, Alaska",Damien Ketcherside,University of Montana,US
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,"Wintertime Abundance and Sources of Key Trace Gas and Particle Species in Fairbanks, Alaska",R. J. Yokelson,University of Montana,US
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,"Wintertime Abundance and Sources of Key Trace Gas and Particle Species in Fairbanks, Alaska",Vanessa Selimovic,University of Montana,US
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,"Wintertime Abundance and Sources of Key Trace Gas and Particle Species in Fairbanks, Alaska",Vanessa Selimovic,University of Michigan–Ann Arbor,US
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,"Wintertime Abundance and Sources of Key Trace Gas and Particle Species in Fairbanks, Alaska",Ellis S. Robinson,Johns Hopkins University,US
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,"Wintertime Abundance and Sources of Key Trace Gas and Particle Species in Fairbanks, Alaska",Meeta Cesler‐Maloney,University of Alaska Fairbanks,US
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,"Wintertime Abundance and Sources of Key Trace Gas and Particle Species in Fairbanks, Alaska",Andrew L. Holen,University of Michigan–Ann Arbor,US
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,"Wintertime Abundance and Sources of Key Trace Gas and Particle Species in Fairbanks, Alaska",Judy Tzu–Chun Wu,University of Michigan–Ann Arbor,US
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,"Wintertime Abundance and Sources of Key Trace Gas and Particle Species in Fairbanks, Alaska",Brice Temime‐Roussel,Centre National de la Recherche Scientifique,FR
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,"Wintertime Abundance and Sources of Key Trace Gas and Particle Species in Fairbanks, Alaska",Brice Temime‐Roussel,Aix-Marseille Université,FR
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,"Wintertime Abundance and Sources of Key Trace Gas and Particle Species in Fairbanks, Alaska",Brice Temime‐Roussel,Centrale Marseille,FR
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,"Wintertime Abundance and Sources of Key Trace Gas and Particle Species in Fairbanks, Alaska",Amna Ijaz,Centre National de la Recherche Scientifique,FR
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,"Wintertime Abundance and Sources of Key Trace Gas and Particle Species in Fairbanks, Alaska",Amna Ijaz,Aix-Marseille Université,FR
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,"Wintertime Abundance and Sources of Key Trace Gas and Particle Species in Fairbanks, Alaska",Amna Ijaz,Pacific Northwest National Laboratory,US
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,"Wintertime Abundance and Sources of Key Trace Gas and Particle Species in Fairbanks, Alaska",Amna Ijaz,Centrale Marseille,FR
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,"Wintertime Abundance and Sources of Key Trace Gas and Particle Species in Fairbanks, Alaska",Jonas Kuhn,NOAA Oceanic and Atmospheric Research,US
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,"Wintertime Abundance and Sources of Key Trace Gas and Particle Species in Fairbanks, Alaska",Allison Moon,University of Washington,US
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,"Wintertime Abundance and Sources of Key Trace Gas and Particle Species in Fairbanks, Alaska",Gianluca Pappaccogli,Institute of Atmospheric Sciences and Climate,IT
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,"Wintertime Abundance and Sources of Key Trace Gas and Particle Species in Fairbanks, Alaska",Karolina Cysneiros de Carvalho,Washington University in St. Louis,US
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,"Wintertime Abundance and Sources of Key Trace Gas and Particle Species in Fairbanks, Alaska",Stefano Decesari,Institute of Atmospheric Sciences and Climate,IT
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,"Wintertime Abundance and Sources of Key Trace Gas and Particle Species in Fairbanks, Alaska",Becky Alexander,University of Washington,US
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,"Wintertime Abundance and Sources of Key Trace Gas and Particle Species in Fairbanks, Alaska",Brent J. Williams,University of Minnesota,US
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,"Wintertime Abundance and Sources of Key Trace Gas and Particle Species in Fairbanks, Alaska",Brent J. Williams,Washington University in St. Louis,US
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,"Wintertime Abundance and Sources of Key Trace Gas and Particle Species in Fairbanks, Alaska",Barbara D’Anna,Centre National de la Recherche Scientifique,FR
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,"Wintertime Abundance and Sources of Key Trace Gas and Particle Species in Fairbanks, Alaska",Barbara D’Anna,Aix-Marseille Université,FR
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,"Wintertime Abundance and Sources of Key Trace Gas and Particle Species in Fairbanks, Alaska",Barbara D’Anna,Centrale Marseille,FR
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,"Wintertime Abundance and Sources of Key Trace Gas and Particle Species in Fairbanks, Alaska",J. Stutz,NOAA Oceanic and Atmospheric Research,US
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,"Wintertime Abundance and Sources of Key Trace Gas and Particle Species in Fairbanks, Alaska",Kerri A. Pratt,University of Michigan–Ann Arbor,US
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,"Wintertime Abundance and Sources of Key Trace Gas and Particle Species in Fairbanks, Alaska",P. F. DeCarlo,Johns Hopkins University,US
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,"Wintertime Abundance and Sources of Key Trace Gas and Particle Species in Fairbanks, Alaska",Jingqiu Mao,University of Alaska Fairbanks,US
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,"Wintertime Abundance and Sources of Key Trace Gas and Particle Species in Fairbanks, Alaska",William R. Simpson,University of Alaska Fairbanks,US
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,"Wintertime Abundance and Sources of Key Trace Gas and Particle Species in Fairbanks, Alaska",Philip K. Hopke,Clarkson University,US
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,"Wintertime Abundance and Sources of Key Trace Gas and Particle Species in Fairbanks, Alaska",Philip K. Hopke,University of Rochester,US
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,"Wintertime Abundance and Sources of Key Trace Gas and Particle Species in Fairbanks, Alaska",Lu Hu,University of Montana,US
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,"Sources, controls, and atmospheric behaviors of low-molecular-weight organic acids in aerosols over the western North Pacific and Chinese marginal seas",Yao Gao,N/A,N/A
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,"Sources, controls, and atmospheric behaviors of low-molecular-weight organic acids in aerosols over the western North Pacific and Chinese marginal seas",Feng Xu,N/A,N/A
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,"Sources, controls, and atmospheric behaviors of low-molecular-weight organic acids in aerosols over the western North Pacific and Chinese marginal seas",Jian Wang,Ocean University of China,CN
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,"Sources, controls, and atmospheric behaviors of low-molecular-weight organic acids in aerosols over the western North Pacific and Chinese marginal seas",Hui Wang,Ocean University of China,CN
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,"Sources, controls, and atmospheric behaviors of low-molecular-weight organic acids in aerosols over the western North Pacific and Chinese marginal seas",Gao-Bin Xu,N/A,N/A
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,"Sources, controls, and atmospheric behaviors of low-molecular-weight organic acids in aerosols over the western North Pacific and Chinese marginal seas",Honghai Zhang,Ocean University of China,CN
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,Acetic Acid Inhalation-Induced Lung Injury: A Common Chemical with Underestimated Risks,Puthiyavalappil Rasin,N/A,N/A
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,Acetic Acid Inhalation-Induced Lung Injury: A Common Chemical with Underestimated Risks,Praveena Prabhakaran,Manipal Academy of Higher Education,IN
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,Acetic Acid Inhalation-Induced Lung Injury: A Common Chemical with Underestimated Risks,Praveena Prabhakaran,"Kasturba Medical College, Manipal",IN
